Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Egypt,Personal Care,03/14/2015,293028062,H,Middle East and Africa,Online,03/29/2015,407625.0,613050.0,7500
Poland,Household,04/13/2010,316822839,L,Europe,Offline,05/18/2010,1903664.43,5141121.84,7533
Saudi Arabia,Cosmetics,05/22/2011,191597206,L,Middle East and Africa,Online,06/23/2011,529457.2,872828.2,1970
United Arab Emirates,Household,12/01/2011,274079423,C,Middle East and Africa,Online,12/04/2011,2432558.75,6485356.15,9365
France,Vegetables,06/15/2013,241273318,H,Europe,Offline,06/24/2013,659653.11,1105276.54,7411
United Kingdom,Personal Care,02/22/2015,629855936,L,Europe,Online,04/08/2015,470671.48,642418.61,8269
Italy,Personal Care,08/07/2014,687703577,C,Europe,Offline,08/11/2014,80136.0,108780.0,1400
Japan,Baby Food,08/14/2010,720722322,M,Asia-Pacific,Online,09/09/2010,32084.77,170581.34,701
Singapore,Beverages,09/04/2014,842507091,H,Asia-Pacific,Online,09/11/2014,88708.62,131609.14,2743
Sweden,Vegetables,01/17/2011,980752567,L,Europe,Online,03/12/2011,446867.96,801380.54,5003
Canada,Office Supplies,04/13/2015,665918566,H,North America,Offline,04/20/2015,1123342.82,1336055.48,2099
United Arab Emirates,Vegetables,03/24/2011,946307028,M,Middle East and Africa,Online,04/10/2011,745991.28,1249096.08,8024
Australia,Personal Care,11/23/2015,633002137,L,Asia-Pacific,Offline,01/10/2016,348453.73,487446.02,5897
South Africa,Cereal,03/03/2012,226621779,M,Middle East and Africa,Offline,03/18/2012,227095.44,424058.08,2036
Ireland,Household,09/29/2013,787858676,C,Europe,Online,10/02/2013,2395518.91,6023833.05,9281
Spain,Cosmetics,05/14/2013,836410568,H,Europe,Offline,05/27/2013,2356924.59,3786622.71,9111
Singapore,Household,03/05/2012,609490977,H,Asia-Pacific,Online,03/15/2012,1471165.08,3758479.32,5636
Mexico,Cereal,01/13/2017,974204752,C,North America,Online,01/17/2017,1083209.75,1823262.21,8897
Saudi Arabia,Office Supplies,03/24/2016,958494527,L,Middle East and Africa,Offline,05/10/2016,206913.84,269295.74,406
India,Cereal,10/21/2013,518293601,L,Asia-Pacific,Online,12/02/2013,1072275.36,1833987.48,8853
Ireland,Beverages,12/17/2017,355166423,L,Europe,Offline,01/17/2018,143352.96,215757.12,4548
Australia,Cosmetics,12/18/2011,199432918,M,Asia-Pacific,Offline,01/05/2012,1687541.73,2799837.54,6231
Saudi Arabia,Meat,10/25/2013,926224353,M,Middle East and Africa,Online,11/24/2013,3592151.31,5318317.62,8679
Mexico,Snacks,05/30/2010,104412943,M,North America,Online,06/28/2010,1005168.0,1377655.5,6450
India,Snacks,03/28/2015,435523711,H,Asia-Pacific,Offline,04/02/2015,273520.21,387318.5,1789
Mexico,Cosmetics,04/01/2012,573644294,M,North America,Offline,04/22/2012,1234472.75,2058445.55,4795
Canada,Cereal,04/14/2011,476151232,M,North America,Offline,04/29/2011,1086858.36,1850448.88,9268
Singapore,Cereal,12/03/2011,576363024,L,Asia-Pacific,Online,01/04/2012,616006.44,1052578.38,5201
United States,Baby Food,03/10/2011,856641801,C,North America,Online,03/14/2011,44625.69,247722.12,981
Egypt,Cosmetics,12/30/2017,920798622,L,Middle East and Africa,Online,02/22/2018,2229713.2,4028211.2,8840
United Arab Emirates,Beverages,02/10/2015,254319982,C,Middle East and Africa,Online,02/13/2015,244882.5,382928.25,7725
Singapore,Household,08/23/2013,477356707,M,Asia-Pacific,Offline,09/21/2013,1930286.03,5390955.94,8087
South Africa,Cereal,10/11/2016,866944883,L,Middle East and Africa,Offline,11/28/2016,256316.4,445623.12,2187
Canada,Office Supplies,12/23/2015,361661280,H,North America,Offline,01/04/2016,3531046.86,4227510.54,6666
Sweden,Household,05/02/2012,945385686,H,Europe,Offline,05/16/2012,1844973.91,4755873.85,7163
Japan,Cereal,04/14/2011,982640532,H,Asia-Pacific,Offline,04/28/2011,1151164.88,2040584.78,9866
United Arab Emirates,Cosmetics,09/16/2016,630745374,C,Middle East and Africa,Online,09/17/2016,2669908.08,4263383.61,9871
United States,Clothes,08/24/2011,720549135,M,North America,Online,09/12/2011,270379.95,812869.68,7521
United Arab Emirates,Clothes,05/24/2016,870722451,L,Middle East and Africa,Offline,07/18/2016,190023.26,580400.45,5089
India,Personal Care,06/07/2011,157045020,H,Asia-Pacific,Offline,06/16/2011,62753.46,92149.86,1122
Mexico,Office Supplies,03/01/2013,523342384,L,North America,Online,04/27/2013,311746.6,405271.8,610
Australia,Household,02/11/2016,512955792,C,Asia-Pacific,Offline,02/13/2016,734720.62,1904121.04,2941
Australia,Cereal,07/05/2011,622591579,L,Asia-Pacific,Online,08/04/2011,151533.75,252934.5,1275
United Arab Emirates,Beverages,02/11/2015,980544989,M,Middle East and Africa,Offline,03/11/2015,96374.25,143389.05,3045
South Africa,Fruits,10/06/2014,864643763,M,Middle East and Africa,Online,10/21/2014,66210.56,91374.4,9568
Australia,Office Supplies,06/05/2010,617042023,L,Asia-Pacific,Online,07/23/2010,4294867.24,5018802.34,8017
United States,Vegetables,10/19/2015,607291015,L,North America,Offline,11/20/2015,819519.52,1281323.28,8674
Mexico,Snacks,11/08/2013,603834447,L,North America,Online,12/25/2013,41982.36,58892.88,276
Australia,Fruits,11/18/2011,705275005,L,Asia-Pacific,Offline,12/19/2011,70127.19,94360.14,9891
India,Snacks,06/04/2016,407965966,C,Asia-Pacific,Online,06/05/2016,767575.2,1052908.8,4880
Saudi Arabia,Cereal,10/29/2012,896103507,H,Middle East and Africa,Offline,11/05/2012,538399.44,943892.1,4703
Mexico,Cereal,02/23/2014,294142387,M,North America,Offline,03/15/2014,527439.6,877182.6,4380
Canada,Beverages,07/25/2015,784590590,M,North America,Online,08/22/2015,197431.92,300803.09,6377
Italy,Personal Care,03/15/2017,611350152,L,Europe,Online,04/22/2017,108260.0,162880.0,2000
Australia,Vegetables,08/31/2017,566792435,M,Asia-Pacific,Offline,09/27/2017,699063.75,1216923.75,7875
Canada,Meat,12/12/2015,563626557,C,North America,Offline,12/13/2015,744969.45,1071443.4,1695
Singapore,Cosmetics,11/11/2012,904330243,L,Asia-Pacific,Online,12/31/2012,2518908.66,4343632.94,9671
Turkey,Personal Care,08/07/2017,993019801,M,Europe,Offline,08/27/2017,297910.08,434988.48,5232
United States,Household,09/08/2017,307317573,H,North America,Online,09/20/2017,1426197.78,3830555.61,5859
United States,Personal Care,08/30/2016,860289849,H,North America,Online,09/14/2016,216271.44,302604.72,3652
United States,Personal Care,05/12/2017,601389735,M,North America,Offline,06/01/2017,110706.48,152724.36,1916
Mexico,Meat,10/06/2017,397735164,L,North America,Offline,12/03/2017,2222086.7,3460441.88,5398
Canada,Household,11/23/2012,315466821,L,North America,Online,01/22/2013,1075197.68,2836777.64,4436
United Arab Emirates,Snacks,08/13/2011,574144746,C,Middle East and Africa,Online,08/18/2011,1062426.2,1548786.4,7165
India,Baby Food,05/29/2016,801008808,H,Asia-Pacific,Online,06/07/2016,334483.85,1889904.1,7405
United States,Snacks,09/13/2011,927844881,C,North America,Offline,09/16/2011,1000870.92,1389707.84,6511
South Africa,Household,01/22/2016,937335963,C,Middle East and Africa,Online,01/24/2016,38124.24,104861.68,154
Saudi Arabia,Personal Care,08/24/2017,794790862,L,Middle East and Africa,Offline,10/02/2017,360801.45,571618.77,6663
Canada,Office Supplies,02/26/2015,142231531,L,North America,Online,04/21/2015,2583692.0,3056227.5,4850
United Arab Emirates,Cosmetics,01/27/2017,889548331,C,Middle East and Africa,Online,01/30/2017,2036868.0,3575090.7,8070
France,Baby Food,08/25/2016,790853694,M,Europe,Online,09/16/2016,380755.8,2132216.25,8115
Australia,Office Supplies,06/01/2010,535410744,C,Asia-Pacific,Online,06/04/2010,525735.92,677580.8,1018
United States,Snacks,07/01/2016,802046257,C,North America,Online,07/03/2016,186252.8,263001.6,1280
Canada,Personal Care,11/12/2017,430000948,H,North America,Online,11/27/2017,120672.96,185328.78,2238
Canada,Personal Care,03/12/2011,167763965,M,North America,Online,03/30/2011,471696.45,681696.6,8245
Poland,Fruits,05/10/2011,951586433,C,Europe,Offline,05/15/2011,60316.81,87174.52,9043
United Kingdom,Personal Care,09/16/2010,847641906,M,Europe,Offline,10/04/2010,250633.68,371730.48,4587
Japan,Meat,07/01/2011,622877347,M,Asia-Pacific,Online,07/19/2011,2715203.2,3715557.7,6262
United States,Baby Food,12/04/2017,611114497,M,North America,Online,12/28/2017,334672.03,1817898.06,6919
Italy,Cereal,08/15/2014,293274031,L,Europe,Offline,09/21/2014,350345.6,580526.21,2959
Saudi Arabia,Snacks,09/12/2014,669296859,L,Middle East and Africa,Offline,10/12/2014,1372156.35,1893215.52,9237
Mexico,Fruits,01/09/2017,260220977,M,North America,Offline,01/30/2017,30591.08,41513.16,4628
South Africa,Cereal,08/10/2010,762304734,M,Middle East and Africa,Online,09/05/2010,542396.7,956814.3,4770
Saudi Arabia,Beverages,10/10/2011,352651266,H,Middle East and Africa,Online,10/15/2011,256216.48,365414.27,8047
Egypt,Household,07/31/2012,543020992,M,Middle East and Africa,Offline,08/18/2012,1326078.09,3541760.1,5443
Poland,Clothes,07/24/2016,754374295,H,Europe,Offline,08/05/2016,36867.6,104346.0,990
United Arab Emirates,Household,02/18/2015,317122293,L,Middle East and Africa,Online,04/12/2015,832586.56,2296864.05,3281
Japan,Baby Food,07/14/2011,468911928,H,Asia-Pacific,Offline,07/20/2011,365100.75,1907719.03,7727
Spain,Personal Care,06/25/2016,332403478,M,Europe,Online,07/17/2016,85153.72,124175.56,1516
South Africa,Cosmetics,10/07/2012,735409949,H,Middle East and Africa,Offline,10/15/2012,1428859.2,2321677.72,5462
Ireland,Baby Food,06/14/2010,614611532,C,Europe,Online,06/18/2010,378251.64,2141001.27,8361
Canada,Meat,04/06/2016,417602552,M,North America,Online,04/21/2016,2981162.94,4061595.3,6762
Turkey,Beverages,07/03/2017,902392977,H,Europe,Offline,07/12/2017,89210.0,135162.5,2750
Canada,Meat,01/28/2012,773563645,M,North America,Offline,02/23/2012,3317786.43,4566089.22,7707
Canada,Vegetables,04/29/2013,717647827,L,North America,Online,06/11/2013,419139.6,704170.8,4520
Turkey,Beverages,10/10/2015,492550199,L,Europe,Online,12/09/2015,200200.26,276472.8,6063
Saudi Arabia,Fruits,04/08/2017,248612097,L,Middle East and Africa,Online,05/25/2017,8331.12,11479.23,1197
Japan,Office Supplies,07/04/2016,640699840,H,Asia-Pacific,Offline,07/12/2016,1955443.22,2568316.16,3793
Egypt,Baby Food,11/15/2013,604834590,H,Middle East and Africa,Offline,11/27/2013,382812.36,2126923.54,8066
Australia,Personal Care,02/11/2012,291997732,L,Asia-Pacific,Online,04/09/2012,412962.33,614464.84,7601
India,Beverages,04/04/2011,773532691,M,Asia-Pacific,Offline,04/23/2011,252527.08,379037.55,8231
Canada,Household,11/21/2013,303002339,M,North America,Offline,12/19/2013,1890180.8,4690729.88,7372
United States,Clothes,06/28/2016,669261655,L,North America,Offline,08/07/2016,194912.34,604996.14,5446
South Africa,Cosmetics,12/05/2011,926512485,M,Middle East and Africa,Offline,12/28/2011,1003039.8,1746430.7,3815
United States,Fruits,11/13/2011,288290663,L,North America,Offline,01/01/2012,19329.38,24961.42,2734
France,Clothes,07/20/2013,320283891,H,Europe,Online,08/03/2013,77388.36,234271.92,2172
Mexico,Fruits,03/08/2014,230448918,L,North America,Online,04/21/2014,64851.25,83725.2,8945
Canada,Meat,08/04/2013,644826299,M,North America,Offline,08/23/2013,75094.1,106493.1,170
Singapore,Meat,05/04/2016,614302181,L,Asia-Pacific,Online,06/26/2016,3047932.44,4401247.34,7343
United States,Snacks,04/12/2010,159091919,H,North America,Offline,04/23/2010,563029.6,758435.3,3710
Ireland,Office Supplies,03/12/2012,821079668,M,Europe,Offline,03/27/2012,774133.62,951412.54,1469
Mexico,Household,07/25/2013,559175471,M,North America,Offline,08/10/2013,1490998.2,4106440.5,6015
Australia,Fruits,11/13/2013,194058316,H,Asia-Pacific,Offline,11/23/2013,37315.75,49822.96,5147
Sweden,Vegetables,03/28/2013,997123679,C,Europe,Offline,03/30/2013,655162.44,1075900.56,7044
United States,Clothes,11/22/2015,503482553,L,North America,Offline,01/01/2016,44232.37,130449.41,1183
United States,Household,12/18/2011,247024288,L,North America,Offline,02/03/2012,1961628.12,5257166.43,7671
France,Household,06/22/2010,700523461,L,Europe,Offline,08/17/2010,1306315.01,3306642.99,5047
United Arab Emirates,Baby Food,12/11/2012,408903747,H,Middle East and Africa,Online,12/20/2012,358144.14,2035155.84,7842
United Arab Emirates,Meat,05/04/2011,900544937,M,Middle East and Africa,Online,05/27/2011,3620809.5,4878422.34,8178
Australia,Personal Care,01/16/2017,118838880,C,Asia-Pacific,Offline,01/20/2017,115201.05,172194.17,2059
Japan,Personal Care,08/02/2013,487796299,H,Asia-Pacific,Online,08/14/2013,129539.34,181067.52,2319
Egypt,Baby Food,12/10/2015,296760502,L,Middle East and Africa,Offline,01/29/2016,64532.16,355904.64,1358
Mexico,Cereal,09/06/2017,489255767,L,North America,Offline,10/31/2017,575811.76,1055562.64,5032
Mexico,Personal Care,02/22/2010,542375728,L,North America,Online,03/28/2010,476088.27,721561.89,8589
Japan,Beverages,08/24/2015,840509085,M,Asia-Pacific,Online,09/15/2015,104310.51,152115.51,3187
Canada,Meat,06/22/2011,249265120,H,North America,Online,06/27/2011,3305638.44,5055719.76,7956
Egypt,Cereal,05/01/2011,343282447,L,Middle East and Africa,Online,06/07/2011,267808.32,437934.72,2208
Japan,Clothes,10/07/2014,563048450,M,Asia-Pacific,Online,10/25/2014,46846.76,149808.03,1373
United States,Beverages,04/06/2015,111029898,H,North America,Online,04/12/2015,128793.3,197434.95,4245
United States,Personal Care,01/27/2012,397829845,M,North America,Online,02/22/2012,31468.65,48960.24,579
Singapore,Cereal,02/10/2011,402641424,M,Asia-Pacific,Online,02/25/2011,997343.2,1747191.04,8764
Belgium,Baby Food,08/28/2015,823192710,H,Europe,Online,09/09/2015,295372.56,1509152.96,6104
United States,Fruits,05/27/2012,437455876,C,North America,Offline,06/01/2012,26260.08,36633.96,3828
Canada,Beverages,01/19/2014,630120085,M,North America,Offline,02/12/2014,299910.0,419597.16,9228
Canada,Cosmetics,09/15/2017,559520342,C,North America,Offline,09/19/2017,1006050.0,1626552.0,3800
Germany,Meat,02/22/2010,661204449,L,Europe,Online,04/14/2010,3499718.25,5032368.95,8155
United States,Cereal,10/17/2017,281165175,C,North America,Offline,10/22/2017,211814.04,377517.82,1766
Canada,Clothes,09/02/2016,878678109,L,North America,Online,10/29/2016,231876.27,759497.31,6723
Egypt,Vegetables,12/29/2013,649127152,L,Middle East and Africa,Offline,02/12/2014,948489.64,1612791.74,9982
Japan,Meat,10/23/2012,131915385,H,Asia-Pacific,Online,11/04/2012,3385640.91,5369951.58,8247
Mexico,Baby Food,08/09/2017,263999734,H,North America,Offline,08/14/2017,142264.26,788384.9,3034
India,Beverages,04/07/2012,468954488,C,Asia-Pacific,Offline,04/10/2012,262242.32,382464.24,8257
United States,Household,01/18/2015,289911827,H,North America,Offline,01/28/2015,1560047.65,3992433.9,6265
Japan,Meat,07/03/2013,626728039,C,Asia-Pacific,Online,07/07/2013,3501480.58,5076714.24,8086
South Africa,Office Supplies,05/23/2014,826373230,M,Middle East and Africa,Online,06/15/2014,4346516.7,5277866.25,8205
Singapore,Fruits,08/15/2016,896777778,H,Asia-Pacific,Online,08/20/2016,15730.0,20218.0,2200
Mexico,Fruits,10/20/2014,362238769,C,North America,Online,10/23/2014,40851.3,53118.6,5955
Italy,Snacks,09/19/2017,678120648,L,Europe,Online,10/21/2017,747436.5,1049926.65,5095
India,Meat,12/28/2012,505592654,C,Asia-Pacific,Offline,12/29/2012,3317552.0,5096682.8,7795
Egypt,Personal Care,02/14/2011,921309304,H,Middle East and Africa,Offline,03/01/2011,193585.02,283917.75,3473
Japan,Personal Care,11/21/2014,180875500,L,Asia-Pacific,Offline,12/27/2014,473420.48,705515.2,8242
Spain,Cosmetics,06/07/2016,870631850,H,Europe,Offline,06/18/2016,1013118.0,1737436.0,3800
Mexico,Fruits,05/09/2016,954324560,L,North America,Online,07/03/2016,60720.0,79728.0,8800
Mexico,Cosmetics,06/10/2017,771049849,L,North America,Offline,07/27/2017,1336665.19,2265522.69,5233
United Arab Emirates,Baby Food,05/22/2012,759730914,M,Middle East and Africa,Offline,06/20/2012,222295.28,1149722.68,4489
Saudi Arabia,Office Supplies,03/10/2015,422418550,M,Middle East and Africa,Offline,03/29/2015,2045691.18,2678324.64,4038
South Africa,Fruits,08/17/2014,745568239,H,Middle East and Africa,Online,08/26/2014,33710.04,43698.2,4802
Poland,Clothes,02/26/2012,621175333,H,Europe,Online,03/02/2012,152138.7,442026.83,4123
South Africa,Snacks,10/15/2011,398255403,H,Middle East and Africa,Online,10/24/2011,339509.0,512018.8,2335
Turkey,Baby Food,08/15/2010,537020273,C,Europe,Online,08/16/2010,251296.99,1387559.95,5243
India,Household,04/04/2011,932274313,M,Asia-Pacific,Online,04/22/2011,2202198.56,5827659.64,8651
Australia,Beverages,07/07/2013,898819864,M,Asia-Pacific,Online,08/01/2013,314759.42,473009.7,9673
Poland,Clothes,12/19/2011,732950344,M,Europe,Online,01/09/2012,163780.76,490146.8,4598
Canada,Office Supplies,07/20/2013,398214359,L,North America,Online,09/05/2013,3687996.52,4470121.67,7043
Netherlands,Meat,03/28/2010,158703982,L,Europe,Offline,05/17/2010,292321.0,424558.9,670
Spain,Office Supplies,03/02/2017,575026390,C,Europe,Offline,03/05/2017,1105732.21,1330849.96,2099
Saudi Arabia,Household,01/05/2011,272042677,L,Middle East and Africa,Offline,03/05/2011,970968.66,2739391.53,3957
Egypt,Snacks,01/27/2013,457257753,C,Middle East and Africa,Online,01/28/2013,1240701.7,1722825.3,8155
Saudi Arabia,Cereal,12/12/2013,450864838,L,Middle East and Africa,Online,01/24/2014,1193707.35,2059566.2,9965
Saudi Arabia,Baby Food,03/10/2017,436856223,M,Middle East and Africa,Offline,03/29/2017,7047.0,38784.0,150
United States,Cereal,08/30/2016,243355059,M,North America,Online,09/27/2016,621507.82,1137955.54,5333
Japan,Snacks,03/24/2012,505144293,L,Asia-Pacific,Offline,04/25/2012,1037508.96,1452898.44,6891
United Kingdom,Baby Food,03/10/2015,530607955,M,Europe,Online,03/31/2015,212427.6,1083292.98,4389
Egypt,Cereal,11/28/2011,930388241,H,Middle East and Africa,Offline,12/12/2011,225291.24,416997.06,2022
South Africa,Beverages,02/20/2012,563114070,M,Middle East and Africa,Online,03/14/2012,156889.69,225869.13,4817
Ireland,Clothes,09/10/2014,381105036,L,Europe,Online,10/15/2014,250593.77,707355.09,6793
Ireland,Meat,07/15/2016,447082726,M,Europe,Offline,08/13/2016,603449.92,903422.72,1504
United Arab Emirates,Vegetables,09/12/2016,457408429,C,Middle East and Africa,Offline,09/15/2016,113076.0,190848.96,1296
Sweden,Fruits,11/04/2012,498252144,H,Europe,Online,11/17/2012,42991.98,58527.43,6341
Belgium,Baby Food,11/27/2011,440716951,M,Europe,Offline,12/27/2011,278550.68,1390943.16,5657
United Arab Emirates,Cosmetics,06/30/2010,902969226,H,Middle East and Africa,Offline,07/07/2010,2261160.48,3740783.36,8279
Australia,Cosmetics,10/19/2015,627502276,L,Asia-Pacific,Offline,11/28/2015,1981097.13,3106544.46,7239
Belgium,Snacks,02/13/2012,379413359,C,Europe,Online,02/15/2012,147569.24,202000.68,994
Sweden,Household,06/17/2010,591515743,H,Europe,Offline,06/29/2010,1560641.29,3994371.94,5941
Saudi Arabia,Vegetables,12/02/2013,280705383,M,Middle East and Africa,Online,12/19/2013,324040.36,512594.18,3437
Japan,Personal Care,09/02/2014,452893605,H,Asia-Pacific,Online,09/08/2014,240499.27,343782.94,4133
Canada,Snacks,03/11/2014,187040987,H,North America,Offline,03/25/2014,289731.64,377926.01,1837
South Africa,Meat,09/11/2013,888469616,L,Middle East and Africa,Online,10/12/2013,3118283.5,4799598.77,7523
Italy,Baby Food,08/16/2010,199375888,L,Europe,Offline,10/08/2010,59968.86,324425.62,1258
Egypt,Cereal,01/01/2011,405947579,M,Middle East and Africa,Offline,01/16/2011,397304.76,742400.95,3511
Germany,Cosmetics,06/24/2013,494553760,C,Europe,Offline,06/29/2013,584404.62,944384.54,2251
Sweden,Meat,01/04/2013,970798567,C,Europe,Offline,01/09/2013,4159188.4,6353829.9,9935
Japan,Household,06/15/2010,795366600,C,Asia-Pacific,Online,06/20/2010,1494847.7,3875661.94,5699
Sweden,Office Supplies,04/02/2015,259565048,H,Europe,Offline,04/13/2015,763236.98,907700.75,1397
Turkey,Cosmetics,04/25/2013,215569160,M,Europe,Offline,05/11/2013,2301646.86,3808788.37,9127
South Africa,Beverages,12/26/2013,222337296,C,Middle East and Africa,Offline,12/29/2013,295248.78,460126.71,9693
United Arab Emirates,Cereal,12/08/2010,913202948,C,Middle East and Africa,Online,12/12/2010,571891.68,1046502.56,4976
Egypt,Fruits,01/29/2012,565788042,M,Middle East and Africa,Online,02/15/2012,67473.0,94862.04,9996
United States,Household,12/05/2011,806218351,H,North America,Online,12/20/2011,1974895.65,5240499.81,7917
Egypt,Personal Care,05/24/2013,976139210,L,Middle East and Africa,Offline,06/25/2013,117335.4,170200.8,2149
Mexico,Clothes,05/25/2015,772225892,H,North America,Online,06/09/2015,90149.64,269061.24,2478
Germany,Cosmetics,04/26/2015,893260250,C,Europe,Online,04/30/2015,115726.11,207839.03,457
South Africa,Meat,07/25/2016,520620533,H,Middle East and Africa,Offline,08/02/2016,1404155.54,2188617.82,3398
Canada,Baby Food,08/30/2014,412216780,H,North America,Offline,09/11/2014,458882.0,2458898.6,9580
Canada,Household,08/07/2012,694053774,C,North America,Offline,08/08/2012,2087192.0,5895441.9,8755
Canada,Snacks,04/24/2011,273230463,C,North America,Offline,04/28/2011,877497.99,1224126.75,5781
Japan,Meat,08/08/2012,746500088,L,Asia-Pacific,Offline,09/23/2012,1574257.41,2349160.92,3699
United Arab Emirates,Cosmetics,07/20/2017,767698175,C,Middle East and Africa,Offline,07/23/2017,2125822.36,3544813.88,7838
Spain,Vegetables,06/13/2011,951995296,H,Europe,Offline,06/20/2011,295710.4,518469.92,3368
South Africa,Cosmetics,03/30/2016,826845755,M,Middle East and Africa,Online,04/15/2016,103065.17,169415.78,397
France,Office Supplies,10/15/2013,340620860,H,Europe,Online,10/26/2013,1044732.71,1232345.17,1967
Egypt,Fruits,03/31/2016,748850893,L,Middle East and Africa,Online,05/08/2016,18444.16,24935.68,2576
Mexico,Baby Food,03/31/2011,213184291,C,North America,Offline,04/01/2011,86663.31,430910.71,1769
Turkey,Beverages,10/06/2011,206616380,M,Europe,Offline,10/30/2011,239202.46,347877.52,7333
Turkey,Fruits,05/19/2011,925743075,L,Europe,Online,07/15/2011,23440.16,31514.75,3407
United States,Meat,08/31/2015,545612096,L,North America,Offline,10/05/2015,616381.92,952907.12,1496
Japan,Cereal,07/20/2011,654217523,C,Asia-Pacific,Online,07/24/2011,838574.73,1470065.97,6873
India,Meat,10/21/2015,929328811,M,Asia-Pacific,Online,11/07/2015,618039.23,919338.38,1489
Poland,Baby Food,05/28/2017,865974687,C,Europe,Online,05/30/2017,431414.55,2460442.32,9513
Australia,Household,11/10/2013,257691669,L,Asia-Pacific,Offline,12/10/2013,1219781.01,3164068.95,4683
South Africa,Snacks,10/27/2017,190495952,M,Middle East and Africa,Offline,11/22/2017,1054659.06,1488214.21,6727
Mexico,Fruits,11/02/2015,435278479,C,North America,Online,11/07/2015,31926.72,44374.34,4751
Japan,Baby Food,09/15/2012,164366244,H,Asia-Pacific,Offline,09/24/2012,349613.76,1723758.84,7026
Singapore,Snacks,07/15/2010,105597844,L,Asia-Pacific,Online,09/07/2010,325307.4,459994.95,2143
Egypt,Clothes,05/10/2013,657987812,M,Middle East and Africa,Offline,06/03/2013,345786.64,1058604.08,9484
Germany,Fruits,02/04/2015,187990100,M,Europe,Offline,02/22/2015,17682.07,24109.64,2501
United States,Household,05/29/2012,731617307,M,North America,Offline,06/27/2012,340861.22,923957.58,1379
Egypt,Personal Care,12/08/2014,236498330,C,Middle East and Africa,Offline,12/12/2014,405474.3,546222.6,6930
South Africa,Cereal,02/09/2015,496567279,H,Middle East and Africa,Online,02/21/2015,76080.0,136202.22,634
Mexico,Household,02/22/2014,498860032,H,North America,Online,03/08/2014,1157425.36,3124864.4,4844
Singapore,Cosmetics,04/25/2010,152238662,L,Asia-Pacific,Offline,06/19/2010,619540.4,1076332.8,2440
Singapore,Clothes,01/09/2010,548367904,M,Asia-Pacific,Offline,01/27/2010,320171.0,1027903.1,9070
Egypt,Personal Care,03/26/2014,594926438,C,Middle East and Africa,Offline,03/30/2014,132291.25,186026.75,2275
South Africa,Cereal,01/03/2017,463996201,L,Middle East and Africa,Online,02/23/2017,788645.69,1457077.23,6811
Mexico,Meat,11/10/2011,859563731,L,North America,Online,01/01/2012,215014.58,324862.12,506
India,Snacks,12/09/2016,660228870,H,Asia-Pacific,Online,12/22/2016,1494827.01,2128535.86,9551
Sweden,Office Supplies,05/20/2017,320981432,H,Europe,Online,06/02/2017,1671856.12,1937688.64,3044
Ireland,Meat,07/04/2014,465025573,H,Europe,Offline,07/18/2014,352820.61,544552.2,837
United Arab Emirates,Household,04/14/2014,280556122,H,Middle East and Africa,Offline,04/23/2014,383112.8,1020610.59,1591
Japan,Cereal,09/24/2011,449278231,L,Asia-Pacific,Online,11/02/2011,807222.4,1331578.36,6772
United Kingdom,Vegetables,05/17/2014,376954836,H,Europe,Offline,05/23/2014,468474.24,855467.73,5343
Saudi Arabia,Baby Food,09/11/2016,223567680,M,Middle East and Africa,Online,10/03/2016,388278.24,2088068.64,8176
India,Fruits,09/26/2010,119996117,C,Asia-Pacific,Offline,09/30/2010,3930.78,5202.84,573
India,Clothes,05/16/2016,318460189,M,Asia-Pacific,Offline,06/13/2016,254396.1,820288.56,7406
Netherlands,Office Supplies,01/11/2016,598916337,M,Europe,Online,02/08/2016,4803743.85,5689038.45,9195
Japan,Baby Food,01/24/2013,477332115,H,Asia-Pacific,Offline,02/07/2013,206542.6,1061846.2,4210
Ireland,Office Supplies,10/24/2011,524455403,L,Europe,Online,12/16/2011,4675189.5,5648335.5,8850
United States,Vegetables,05/13/2012,832400367,L,North America,Offline,07/01/2012,795903.3,1266046.2,8370
Singapore,Vegetables,10/04/2012,452678285,C,Asia-Pacific,Offline,10/07/2012,503045.1,917957.61,5697
Mexico,Cereal,01/18/2010,855162274,H,North America,Offline,01/23/2010,341652.87,629301.69,2943
South Africa,Office Supplies,01/16/2016,972717220,H,Middle East and Africa,Online,01/21/2016,3947862.0,4743644.52,7393
Egypt,Household,05/27/2011,337856110,M,Middle East and Africa,Online,06/25/2011,1612453.22,4099732.33,6169
Canada,Snacks,01/04/2011,630223017,L,North America,Online,03/01/2011,796988.43,1049730.39,5067
India,Cosmetics,01/30/2010,637220565,C,Asia-Pacific,Online,02/01/2010,1667610.01,2816599.83,6589
United Arab Emirates,Office Supplies,09/25/2010,344775738,M,Middle East and Africa,Online,10/14/2010,588791.0,791547.6,1165
Japan,Snacks,08/20/2017,822735389,H,Asia-Pacific,Offline,09/02/2017,1092714.26,1594527.72,7537
Canada,Household,05/14/2011,146669835,C,North America,Offline,05/19/2011,1938632.96,5183988.48,7744
United Kingdom,Cosmetics,07/19/2013,713986637,C,Europe,Offline,07/20/2013,1664490.8,2731358.4,6520
Mexico,Clothes,10/20/2012,771405073,C,North America,Online,10/22/2012,98432.62,291973.0,2794
United States,Meat,08/24/2016,465933326,C,North America,Online,08/27/2016,1727946.44,2613223.8,4202
