Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Hungary,Cereal,04/09/16,184264458,M,Europe,Offline,28/09/16,85304.72,147576.24,712
United States,Fruits,03/09/14,800916306,L,North America,Online,01/11/14,14891.32,18831.92,2074
United States,Snacks,02/06/13,639449617,M,North America,Offline,18/06/13,816655.89,1096266.84,5331
Egypt,Cereal,31/12/14,411152157,H,Middle East and North Africa,Online,14/01/15,1115927.08,1904609.52,9524
Canada,Cereal,05/12/10,381919481,C,North America,Online,09/12/10,1135250.76,1955700.78,9462
Samoa,Office Supplies,07/07/11,713461653,M,Australia and Oceania,Offline,06/08/11,4715885.93,5968984.57,9263
Saint Lucia,Personal Care,21/10/10,196201527,C,Central America and the Caribbean,Offline,24/10/10,397817.82,608839.2,7146
Vanuatu,Household,27/11/13,926438998,M,Australia and Oceania,Online,18/12/13,1320082.24,3633545.64,5354
Portugal,Fruits,10/12/14,913610452,M,Europe,Offline,26/12/14,26336.75,36149.25,3925
Lebanon,Beverages,18/12/16,219483835,H,Middle East and North Africa,Offline,25/12/16,145545.12,232804.81,4813
Finland,Meat,06/05/12,377731914,H,Europe,Online,19/05/12,1461931.69,2231875,3571
Georgia,Personal Care,23/03/14,404957218,C,Asia,Offline,28/03/14,472172.48,690098.24,8731
Saint Kitts and Nevis,Cosmetics,05/05/17,808777380,H,Central America and the Caribbean,Online,10/05/17,310136.4,508795.2,1191
Macedonia,Baby Food,04/08/12,438718269,L,Europe,Online,15/09/12,419105.01,2066100.86,8431
Liberia,Office Supplies,25/03/12,142683817,H,Sub-Saharan Africa,Offline,07/04/12,4015524.45,5056375.15,7603
Dominica,Cosmetics,31/05/14,481584364,L,Central America and the Caribbean,Online,23/07/14,669736.8,1189734.72,2672
Oman,Clothes,07/01/17,131638762,L,Middle East and North Africa,Offline,14/02/17,239937.32,726254.96,6443
Philippines,Clothes,29/05/14,827991473,C,Asia,Online,31/05/14,56383.08,168426.38,1538
Thailand,Household,13/10/14,800587168,C,Asia,Offline,16/10/14,1369244.1,3536911.7,5495
Saint Vincent and the Grenadines,Office Supplies,19/06/13,926834891,C,Central America and the Caribbean,Offline,24/06/13,1206786.35,1569199.6,2315
Bahamas,Personal Care,05/10/10,441017812,C,Central America and the Caribbean,Online,10/10/10,522942.72,694283.52,8832
United States,Vegetables,23/08/14,783809682,H,North America,Online,03/09/14,458378.7,814951.8,5070
Qatar,Cereal,23/06/11,386541544,C,Middle East and North Africa,Offline,25/06/11,63575.22,110032,529
Thailand,Personal Care,16/09/17,243974416,C,Asia,Offline,17/09/17,324979.94,502943.72,5986
Georgia,Vegetables,07/05/14,134606221,L,Asia,Offline,21/06/14,689034.69,1174181.79,7863
Burkina Faso,Cosmetics,12/07/17,571678892,M,Sub-Saharan Africa,Offline,02/08/17,869341.41,1573207.37,3451
Canada,Vegetables,07/10/12,985116006,L,North America,Online,19/11/12,629131.52,1048462.76,6733
Seychelles,Fruits,03/11/15,363841612,M,Sub-Saharan Africa,Offline,21/11/15,51668.11,72590.32,7499
Kazakhstan,Vegetables,16/10/15,427012523,H,Asia,Online,31/10/15,79915.77,138888.91,907
Canada,Meat,20/04/13,597764108,C,North America,Online,25/04/13,426890.7,644178.96,993
Canada,Beverages,25/07/16,126749178,H,North America,Offline,07/08/16,72838.2,107948.76,2316
Barbados,Personal Care,05/01/11,955220572,C,Central America and the Caribbean,Online,08/01/11,312423.84,460089.54,5409
Haiti,Beverages,10/02/17,949401282,H,Central America and the Caribbean,Online,20/02/17,47709.39,70209.3,1497
Japan,Household,01/12/11,274079423,M,Asia,Offline,26/12/11,2432558.75,6485356.15,9365
United States,Cereal,15/06/13,241273318,H,North America,Online,24/06/13,849597.04,1475752.43,7411
Belize,Personal Care,22/02/15,629855936,L,Central America and the Caribbean,Offline,08/04/15,470671.48,642418.61,8269
Mexico,Personal Care,07/08/14,687703577,M,Central America and the Caribbean,Online,05/09/14,80136,108780,1400
Malta,Snacks,28/01/12,134823688,C,Europe,Offline,30/01/12,155229.84,203646.48,1002
Sudan,Personal Care,26/12/10,821651676,L,Middle East and North Africa,Online,26/01/11,105880.8,149024.4,1884
Malta,Snacks,29/06/16,495748400,C,Europe,Online,02/07/16,100556.19,143466.21,687
Cote d'Ivoire,Household,13/04/15,665918566,H,Sub-Saharan Africa,Online,20/04/15,535916.68,1371066.8,2099
Malawi,Clothes,24/03/11,839436897,C,Sub-Saharan Africa,Offline,29/03/11,329513.94,956370.6,8766
Pakistan,Household,23/11/15,633002137,L,Asia,Online,10/01/16,1540001.55,3985841.27,5897
Azerbaijan,Meat,12/12/17,771583357,C,Asia,Offline,15/12/17,1311213.06,1942548.77,3271
United States,Vegetables,23/08/14,327996120,C,North America,Online,24/08/14,498670.08,884031.36,5568
Vanuatu,Clothes,05/10/10,106583399,L,Australia and Oceania,Online,13/11/10,179981.34,538839.84,5019
Vanuatu,Fruits,19/05/16,995313101,L,Australia and Oceania,Online,07/07/16,4125.55,5216.08,577
Kosovo,Meat,29/03/17,676564508,M,Europe,Offline,17/04/17,3253911.8,4961266.92,7988
Greece,Household,03/05/16,719975993,H,Europe,Online,18/05/16,1326892.27,3351663.59,5269
Bahrain,Fruits,22/02/13,278208378,H,Middle East and North Africa,Offline,27/02/13,41006,53449.2,5656
Uzbekistan,Cereal,28/11/17,355166423,H,Asia,Online,08/12/17,70717.74,121869.6,618
Finland,Cosmetics,18/12/11,199432918,C,Europe,Online,19/12/11,1687541.73,2799837.54,6231
Namibia,Baby Food,19/02/12,932722445,M,Sub-Saharan Africa,Offline,15/03/12,389419.55,2052413.48,8021
Norway,Beverages,30/05/10,104412943,C,Europe,Offline,03/06/10,209431.5,306762,6450
Bulgaria,Snacks,28/03/15,435523711,H,Europe,Online,02/04/15,273520.21,387318.5,1789
Papua New Guinea,Cosmetics,01/04/12,573644294,C,Australia and Oceania,Online,03/04/12,1234472.75,2058445.55,4795
Libya,Cosmetics,25/01/13,209924637,C,Middle East and North Africa,Offline,26/01/13,96114.6,153493.69,349
Saint Lucia,Fruits,03/08/11,434339109,L,Central America and the Caribbean,Online,02/10/11,33044.77,42763.82,4741
Taiwan,Office Supplies,17/06/11,511886978,M,Asia,Offline,02/07/11,4266367.56,4858595.28,7812
East Timor,Household,26/11/17,865469134,M,Australia and Oceania,Offline,25/12/17,1456314.5,4085858.48,5926
United States,Meat,01/11/17,862588517,C,North America,Offline,05/11/17,711093.86,1075139.65,1693
Canada,Meat,12/08/11,851205475,C,North America,Offline,17/08/11,1900894.37,2668980.14,4327
Bahrain,Fruits,04/05/10,283396760,M,Middle East and North Africa,Online,21/05/10,52448.55,73427.97,7887
Poland,Personal Care,20/07/14,424396864,C,Europe,Offline,21/07/14,309968.61,425438.58,5439
Armenia,Household,18/12/16,170931315,M,Asia,Offline,09/01/17,2195817.07,6055175.93,9077
San Marino,Vegetables,12/05/16,818983106,M,Europe,Online,06/06/16,836246.7,1344309.42,9021
Tonga,Vegetables,22/08/16,289165396,M,Australia and Oceania,Offline,20/09/16,496464.9,863478.6,5430
Ireland,Beverages,03/09/13,723594774,H,Europe,Online,15/09/13,33752.43,54187.65,1107
United States,Cereal,17/12/15,320827549,C,North America,Online,20/12/15,768686.94,1327714.29,6489
Bahrain,Cosmetics,11/11/13,534003670,L,Middle East and North Africa,Online,13/12/13,2415415.86,4422860.09,9647
United States,Cosmetics,27/02/16,485735987,H,North America,Online,03/03/16,30360.84,50987.86,113
Palau,Cosmetics,04/11/14,535974242,H,Australia and Oceania,Offline,18/11/14,1748826.17,2928331.14,6559
Ethiopia,Office Supplies,30/04/15,486856173,C,Sub-Saharan Africa,Offline,02/05/15,1680210.21,2143973.31,3183
Canada,Cereal,05/07/11,622591579,L,North America,Offline,04/08/11,151533.75,252934.5,1275
Israel,Cereal,15/03/17,557096375,H,Middle East and North Africa,Offline,26/03/17,921542.12,1587790.12,7571
Singapore,Meat,25/04/14,720556736,M,Asia,Online,21/05/14,1551976.74,2393005.86,3798
Seychelles,Clothes,16/02/16,618905205,L,Sub-Saharan Africa,Online,04/04/16,208847.04,637053.76,6112
Iraq,Beverages,05/08/11,755058332,M,Middle East and North Africa,Offline,28/08/11,245709.28,367020.52,7717
Fiji,Meat,16/11/16,587516124,H,Australia and Oceania,Online,21/11/16,2425063.36,3396933.12,5728
Georgia,Personal Care,16/12/13,741707324,L,Asia,Online,14/02/14,273349.96,383961.11,4927
Oman,Vegetables,21/01/17,413267622,L,Middle East and North Africa,Offline,07/03/17,841570.24,1408519.8,9572
United States,Cosmetics,04/06/11,395512122,M,North America,Offline,21/06/11,1194633.6,2057393.52,4652
Canada,Baby Food,20/08/16,940232725,H,North America,Offline,27/08/16,347338.11,1831924.83,7417
Egypt,Meat,05/11/13,999381416,C,Middle East and North Africa,Offline,06/11/13,1054577.92,1593578.36,2476
Ghana,Household,24/02/17,158331864,C,Sub-Saharan Africa,Online,26/02/17,897029.6,2456204.94,3554
Qatar,Beverages,16/03/15,907913252,H,Middle East and North Africa,Offline,27/03/15,246226.32,384195.24,7902
Thailand,Household,11/12/12,956104065,M,Asia,Online,30/12/12,2282938.8,5587363.5,8790
Senegal,Snacks,03/02/11,563626557,L,Sub-Saharan Africa,Offline,03/04/11,1361802.72,1961795.32,8804
Philippines,Fruits,07/02/11,904330243,L,Asia,Online,17/03/11,66149.64,92648.18,9671
Saint Vincent and the Grenadines,Clothes,07/07/13,112843471,L,Central America and the Caribbean,Offline,23/08/13,9953.58,30821.7,273
Djibouti,Office Supplies,10/12/13,765072705,H,Sub-Saharan Africa,Online,18/12/13,2427107.54,2943544.67,4741
Australia,Personal Care,10/12/17,804798365,C,Australia and Oceania,Offline,11/12/17,88915.35,119245.65,1515
United States,Beverages,21/04/13,396764585,C,North America,Online,25/04/13,43188.2,66276.4,1340
Canada,Vegetables,26/10/11,517245798,L,North America,Online,19/12/11,116636.8,193283.84,1312
France,Cosmetics,10/12/14,521588025,L,Europe,Offline,11/01/15,2250648.2,3459041.16,8156
Bahamas,Meat,24/01/16,574144746,H,Central America and the Caribbean,Offline,04/02/16,1569402.6,2203122,3678
Qatar,Beverages,16/10/10,634402789,H,Middle East and North Africa,Offline,30/10/10,137377.35,189939.85,4205
Bahamas,Snacks,15/06/17,520187781,H,Central America and the Caribbean,Offline,26/06/17,657515.9,935328.2,4465
India,Office Supplies,22/11/14,840088692,M,Asia,Online,19/12/14,657783.36,772337.28,1248
Canada,Beverages,24/08/17,794790862,L,North America,Online,02/10/17,202421.94,331884.03,6663
New Zealand,Office Supplies,26/02/15,142231531,L,Australia and Oceania,Offline,21/04/15,2583692,3056227.5,4850
Chad,Clothes,14/03/11,570281466,L,Sub-Saharan Africa,Online,03/05/11,214238.94,679351.14,5986
United Arab Emirates,Cereal,14/04/10,680413337,H,Middle East and North Africa,Offline,28/04/10,468738.86,788216.97,4007
Oman,Meat,01/06/10,535410744,M,Middle East and North Africa,Offline,26/06/10,422510.72,648801.94,1018
Fiji,Snacks,01/07/16,802046257,M,Australia and Oceania,Offline,23/07/16,186252.8,263001.6,1280
Solomon Islands,Personal Care,12/11/17,430000948,H,Australia and Oceania,Offline,27/11/17,120672.96,185328.78,2238
United States,Meat,12/03/11,167763965,C,North America,Offline,13/03/11,3511545.5,5200616.2,8245
United States,Household,21/08/13,951586433,L,North America,Online,23/09/13,2399257.6,6258953.6,9536
Costa Rica,Personal Care,16/09/10,847641906,C,Central America and the Caribbean,Online,17/09/10,250633.68,371730.48,4587
Belarus,Cereal,11/07/16,757604060,M,Europe,Offline,27/07/16,256902.55,486362.25,2285
Madagascar,Baby Food,27/01/10,737513293,M,Sub-Saharan Africa,Offline,11/02/10,150339.33,791841.84,3039
Turkey,Vegetables,24/04/12,287420491,M,Europe,Offline,13/05/12,413684.46,693105.3,4539
Brunei,Personal Care,11/11/16,353015458,C,Asia,Online,12/11/16,280947.54,391041.12,5034
Haiti,Office Supplies,20/01/16,323455020,H,Central America and the Caribbean,Online,02/02/16,1931211.36,2434689.4,3692
France,Clothes,07/09/17,146295027,H,Europe,Offline,19/09/17,286144.68,917016.14,8251
Vanuatu,Fruits,16/11/14,586563564,L,Australia and Oceania,Offline,24/12/14,39039,54041.13,5577
East Timor,Vegetables,10/10/11,352651266,H,Australia and Oceania,Offline,15/10/11,732840.29,1186530.15,8047
Morocco,Personal Care,25/03/12,344579129,L,Middle East and North Africa,Online,17/05/12,299741.04,426943.44,5436
Fiji,Vegetables,19/03/14,568006548,M,Australia and Oceania,Offline,10/04/14,118233.68,200581.28,1304
Mexico,Personal Care,06/05/14,485033279,M,Central America and the Caribbean,Offline,01/06/14,131707.62,184922.82,2334
Russia,Fruits,06/10/17,599863643,C,Europe,Offline,11/10/17,7291.29,9660.69,1077
Ghana,Cereal,23/04/13,756623287,L,Sub-Saharan Africa,Offline,11/06/13,321494,556384.72,2668
Saint Vincent and the Grenadines,Office Supplies,14/08/14,608404935,C,Central America and the Caribbean,Offline,19/08/14,4414316.55,5134685.1,8115
Canada,Cosmetics,07/10/12,735409949,H,North America,Online,15/10/12,1428859.2,2321677.72,5462
Saint Vincent and the Grenadines,Baby Food,14/06/10,614611532,M,Central America and the Caribbean,Offline,14/07/10,378251.64,2141001.27,8361
United States,Meat,07/12/10,417602552,M,North America,Offline,22/12/10,2981162.94,4061595.3,6762
Bahamas,Beverages,03/07/17,902392977,H,Central America and the Caribbean,Online,12/07/17,89210,135162.5,2750
Bangladesh,Meat,20/11/17,598533805,M,Asia,Offline,17/12/17,1358795.6,1926421.1,3130
Iran,Snacks,30/09/17,389684139,H,Middle East and North Africa,Online,10/10/17,1279669.1,1861040.94,8798
Yemen,Personal Care,16/12/16,490831844,C,Middle East and North Africa,Offline,19/12/16,56636.5,84909.84,998
East Timor,Household,10/12/16,856852333,L,Australia and Oceania,Online,10/01/17,1504591.9,4129377.13,6089
Tuvalu,Vegetables,03/10/13,907751428,C,Australia and Oceania,Offline,05/10/13,781622.22,1374499.93,8941
South Korea,Vegetables,15/12/13,168042141,C,Asia,Online,18/12/13,772959.5,1257760.5,8350
Poland,Meat,10/04/15,844342619,M,Europe,Offline,04/05/15,3204559.95,4820086.25,7505
United States,Clothes,25/11/10,217429693,M,North America,Offline,22/12/10,106257.32,346123.83,3029
El Salvador,Beverages,09/09/11,547252828,C,Central America and the Caribbean,Online,11/09/11,286774.9,389989.7,8630
Yemen,Cereal,17/09/14,961129245,M,Middle East and North Africa,Online,16/10/14,51716.17,88716.21,451
Dominica,Snacks,28/06/16,669261655,L,Central America and the Caribbean,Online,07/08/16,829807.02,1179821.44,5446
Canada,Meat,09/06/13,409394722,L,North America,Offline,14/07/13,1788759.24,2683226.04,4359
United States,Cereal,11/02/15,674791917,L,North America,Online,12/04/15,334762.5,561384,2825
Romania,Cereal,01/09/12,573400575,C,Europe,Offline,02/09/12,95116.86,160396.02,774
Sweden,Cereal,19/06/17,274587852,C,Europe,Offline,22/06/17,647771.67,1173201.12,5733
Nepal,Beverages,08/08/15,892952947,H,Asia,Online,15/08/15,252072.6,348415.28,7604
Taiwan,Snacks,02/04/13,882267928,L,Asia,Online,01/06/13,1473579.87,2084935.51,9499
Zambia,Vegetables,14/06/10,763059187,H,Sub-Saharan Africa,Online,21/06/10,798068.7,1339149.24,9126
United States,Meat,29/08/13,923662117,L,North America,Offline,29/09/13,1402576.77,1998707.34,3297
Russia,Baby Food,05/08/17,626633172,H,Europe,Online,20/08/17,76106.01,386699.98,1531
Luxembourg,Personal Care,17/06/14,405641007,H,Europe,Online,24/06/14,397438.58,573383.14,7106
Poland,Cosmetics,02/06/12,965084562,M,Europe,Offline,01/07/12,1874618.97,2956775.64,6909
Israel,Vegetables,02/08/16,664037702,M,Middle East and North Africa,Offline,19/08/16,216526.31,376952.51,2453
Iceland,Personal Care,28/01/10,862621919,M,Europe,Offline,25/02/10,257237.82,376265.82,4578
Sri Lanka,Clothes,31/03/13,996129032,C,Asia,Online,05/04/13,278285.4,918260.45,8137
Nepal,Meat,20/04/10,995761677,M,Asia,Offline,05/05/10,1080361.24,1710169.77,2623
Tunisia,Beverages,05/01/12,629408646,L,Middle East and North Africa,Online,19/02/12,124461.61,200149.39,4109
Papua New Guinea,Vegetables,05/05/16,845439994,L,Australia and Oceania,Online,17/06/16,398289.25,664709.25,4325
United States,Fruits,30/10/11,844407003,H,North America,Online,13/11/11,7067.44,9828.82,1058
Jamaica,Cereal,19/01/14,786063606,H,Central America and the Caribbean,Online,30/01/14,663375.56,1194764.12,5932
Tuvalu,Clothes,18/09/16,835477875,C,Australia and Oceania,Offline,20/09/16,317081.6,966288.16,9008
Canada,Cosmetics,29/12/15,656381604,L,North America,Offline,15/02/16,1593254.24,2437589.9,5861
Sweden,Meat,30/10/11,302310976,M,Europe,Online,17/11/11,1494457.08,2224001.04,3669
United States,Household,23/04/11,489305032,M,North America,Offline,12/05/11,95976.96,251781.12,384
Barbados,Personal Care,17/12/17,238206116,L,Central America and the Caribbean,Offline,25/01/18,33152.26,44886.31,571
United States,Vegetables,29/05/11,919290447,C,North America,Online,31/05/11,212804.9,341425.7,2233
United States,Beverages,02/11/14,651344082,H,North America,Online,07/11/14,101301.18,162002.28,3317
Kyrgyzstan,Meat,27/06/10,940064269,H,Asia,Online,03/07/10,2162816.32,3223955.64,5042
Papua New Guinea,Clothes,09/07/17,397829845,C,Australia and Oceania,Offline,12/07/17,19900.23,65461.74,579
Afghanistan,Fruits,31/08/15,115015536,C,Asia,Offline,05/09/15,8094.16,11458.6,1219
South Korea,Vegetables,05/12/11,329797269,C,Asia,Online,10/12/11,16190.8,25139.6,170
Georgia,Fruits,21/07/17,555365152,C,Asia,Online,22/07/17,21900.45,29956.14,3063
Dominica,Clothes,11/07/13,918485133,M,Central America and the Caribbean,Offline,29/07/13,266324.52,814284.9,7733
Andorra,Cosmetics,05/09/13,890461268,H,Europe,Offline,17/09/13,519298.5,868463.4,1995
Kosovo,Meat,05/04/13,961609527,C,Europe,Online,09/04/13,1395149.42,2069574.88,3193
Central African Republic,Fruits,24/07/17,826406387,C,Sub-Saharan Africa,Offline,28/07/17,12487.55,17045.05,1823
East Timor,Cereal,17/10/17,463602964,M,Australia and Oceania,Online,04/11/17,320796.64,617134.72,2864
Saint Kitts and Nevis,Household,06/10/14,737426805,H,Central America and the Caribbean,Offline,18/10/14,1198764.04,3199004.52,4663
Bosnia and Herzegovina,Household,23/06/17,258241728,L,Europe,Online,11/08/17,1766651.16,4499895.78,6726
Canada,Beverages,28/06/15,206948323,H,North America,Online,10/07/15,124968.2,177439.32,3881
Kuwait,Beverages,04/01/12,203437444,M,Middle East and North Africa,Offline,31/01/12,167444.64,262051.68,5456
United States,Snacks,07/04/12,468954488,M,North America,Online,01/05/12,1258614.51,1717703.71,8257
United States,Baby Food,21/04/14,138634432,M,North America,Offline,20/05/14,258027.36,1333263.93,5253
Federated States of Micronesia,Office Supplies,07/07/15,920350718,L,Australia and Oceania,Offline,19/08/15,1186298.33,1483108.97,2303
Papua New Guinea,Snacks,04/05/15,734629857,M,Australia and Oceania,Online,24/05/15,1224865.8,1747996.07,8401
Togo,Snacks,05/08/13,493429840,L,Sub-Saharan Africa,Online,05/09/13,86371.56,115111.59,561
Latvia,Baby Food,03/02/11,160611912,L,Europe,Online,18/03/11,286434.12,1455934.62,5754
Egypt,Clothes,24/08/16,282299078,C,Middle East and North Africa,Online,25/08/16,43588.68,123247.11,1173
Tuvalu,Fruits,18/05/17,121906773,H,Australia and Oceania,Online,29/05/17,65183.58,87099.56,9406
Tunisia,Personal Care,28/03/14,624371079,H,Middle East and North Africa,Online,11/04/14,361456.04,509389.36,6494
Tonga,Snacks,28/07/15,568141917,C,Australia and Oceania,Online,02/08/15,835235.87,1182660.92,5663
Antigua and Barbuda,Snacks,23/03/13,963935915,H,Central America and the Caribbean,Offline,01/04/13,131252.22,188489.04,878
Saint Kitts and Nevis,Vegetables,21/08/16,610315526,H,Central America and the Caribbean,Offline,31/08/16,398286,726528.6,4578
Mozambique,Fruits,30/08/15,544866541,H,Sub-Saharan Africa,Online,08/09/15,50559.76,65878.72,7192
Rwanda,Personal Care,18/03/10,984664477,M,Sub-Saharan Africa,Offline,07/04/10,541255.17,793115.04,9551
Morocco,Cosmetics,10/11/15,901476885,M,Middle East and North Africa,Offline,01/12/15,1591879.12,2584057.8,6068
Oman,Household,21/09/10,272426088,M,Middle East and North Africa,Online,12/10/10,1677290.77,4484752.28,6857
Kosovo,Personal Care,03/09/12,988230184,C,Europe,Online,04/09/12,140375.52,203585.4,2556
Greece,Meat,03/04/17,377451497,M,Europe,Online,19/04/17,1389235.68,2048399.92,3409
Canada,Snacks,14/06/15,745962806,C,North America,Offline,15/06/15,159018.42,205465.44,1006
Iceland,Household,14/06/14,637137765,L,Europe,Offline,13/08/14,585703.68,1616570.02,2402
Tuvalu,Snacks,05/01/11,453568052,L,Australia and Oceania,Online,11/02/11,1457482.14,2180465.55,9927
Canada,Vegetables,11/06/12,571883135,C,North America,Online,13/06/12,162763,298405,1850
Rwanda,Personal Care,26/12/15,833084825,H,Sub-Saharan Africa,Online,05/01/16,108478.5,158164.5,1950
El Salvador,Cereal,15/02/14,750488622,L,Central America and the Caribbean,Online,12/04/14,574113.5,1108579.7,5149
Palau,Vegetables,02/11/12,489612690,H,Australia and Oceania,Offline,15/11/12,571058.4,1031490.24,6402
United States,Office Supplies,11/05/14,423076194,C,North America,Online,12/05/14,3578901.2,4435575.34,6538
Palau,Clothes,19/10/11,923281773,L,Australia and Oceania,Offline,17/12/11,264699.9,826904.7,7290
Israel,Baby Food,07/07/15,553512034,L,Middle East and North Africa,Offline,21/08/15,339611.55,1723183.65,6865
United States,Cereal,12/12/13,450864838,L,North America,Offline,24/01/14,1193707.35,2059566.2,9965
Equatorial Guinea,Baby Food,25/01/17,428079168,H,Sub-Saharan Africa,Offline,06/02/17,105014.61,576706.98,2329
Estonia,Beverages,19/10/12,951093177,H,Europe,Offline,01/11/12,73377.59,107824.23,2231
Finland,Meat,12/12/11,545062150,C,Europe,Online,17/12/11,2375575.51,3306222.92,5467
Romania,Household,26/03/10,195537862,M,Europe,Offline,10/04/10,2350702.5,6259752.5,9250
Mauritania,Cosmetics,01/07/14,495051256,C,Sub-Saharan Africa,Offline,06/07/14,1895568.19,3006667.49,7127
Saint Vincent and the Grenadines,Beverages,02/02/15,304595238,H,Central America and the Caribbean,Online,17/02/15,250633.68,397178.16,8196
Canada,Cosmetics,18/06/11,403833764,M,North America,Online,16/07/11,926905.45,1599092.25,3485
United Arab Emirates,Household,21/08/11,584232533,C,Middle East and North Africa,Online,22/08/11,1273543.98,3157963.86,4854
Jamaica,Personal Care,12/02/10,526871122,M,Central America and the Caribbean,Offline,14/03/10,134113.14,195362.02,2282
United Arab Emirates,Vegetables,12/09/16,457408429,M,Middle East and North Africa,Online,05/10/16,113076,190848.96,1296
Antigua and Barbuda,Fruits,04/11/12,498252144,H,Central America and the Caribbean,Offline,17/11/12,42991.98,58527.43,6341
Saint Lucia,Baby Food,27/11/11,241647522,C,Central America and the Caribbean,Online,02/12/11,404531.26,2165537.82,8174
New Zealand,Vegetables,02/12/12,996364012,M,Australia and Oceania,Offline,20/12/12,454085.28,776062.56,5232
Sweden,Household,15/11/16,277150029,L,Europe,Online,10/01/17,1109140.48,2935455.58,4421
Czech Republic,Cereal,13/02/12,379413359,M,Europe,Offline,03/03/12,113266.3,194973.1,994
Barbados,Household,17/06/10,591515743,H,Central America and the Caribbean,Online,29/06/10,1560641.29,3994371.94,5941
Gabon,Vegetables,02/12/13,280705383,C,Sub-Saharan Africa,Offline,03/12/13,324040.36,512594.18,3437
Algeria,Cosmetics,25/11/15,924905837,C,Middle East and North Africa,Offline,30/11/15,798535.54,1280384.6,3058
Central African Republic,Beverages,10/03/13,213891709,L,Sub-Saharan Africa,Offline,30/04/13,65982.1,100452.24,2098
Canada,Cereal,01/03/15,738021964,H,North America,Offline,16/03/15,928013.77,1712092.66,7961
Iran,Fruits,23/08/13,791107513,H,Middle East and North Africa,Online,06/09/13,14904.96,19762.38,2218
Italy,Baby Food,15/01/11,528334149,H,Europe,Online,26/01/11,196537.6,1143402,4280
Australia,Clothes,07/07/14,564241316,C,Australia and Oceania,Online,10/07/14,90510,286597.5,2625
Oman,Snacks,18/06/17,516707955,C,Middle East and North Africa,Online,19/06/17,934952.4,1302886.8,6120
Sao Tome and Principe,Personal Care,27/09/14,143420070,M,Sub-Saharan Africa,Offline,23/10/14,177513.9,255802.89,3153
Taiwan,Meat,22/07/15,185022239,C,Asia,Offline,27/07/15,3516140.64,5405172.72,8696
Canada,Cosmetics,03/09/17,151247840,C,North America,Offline,06/09/17,1101421.62,1787128.98,4173
Laos,Baby Food,19/08/14,372065061,H,Asia,Online,25/08/14,371795.52,1982215.36,7712
Spain,Personal Care,12/04/11,521934734,H,Europe,Offline,27/04/11,421412.55,607955.79,7683
East Timor,Household,02/08/16,967405227,L,Australia and Oceania,Online,24/09/16,1940622.6,5022881.22,7554
Netherlands,Cereal,17/11/10,673781871,C,Europe,Offline,22/11/10,528108.08,859164.8,4348
Australia,Household,05/12/11,806218351,H,Australia and Oceania,Offline,20/12/11,1974895.65,5240499.81,7917
Tunisia,Cosmetics,24/05/13,976139210,L,Middle East and North Africa,Online,25/06/13,545244.28,910488.32,2149
Tonga,Clothes,25/05/15,772225892,H,Australia and Oceania,Offline,09/06/15,90149.64,269061.24,2478
United States,Beverages,30/08/11,263662130,L,North America,Online,14/10/11,212253.24,321640.44,7012
Morocco,Meat,16/01/15,520620533,M,Middle East and North Africa,Offline,07/02/15,1404155.54,2188617.82,3398
New Zealand,Baby Food,30/08/14,412216780,H,Australia and Oceania,Online,11/09/14,458882,2458898.6,9580
Solomon Islands,Household,07/08/12,694053774,M,Australia and Oceania,Online,23/08/12,2087192,5895441.9,8755
Kiribati,Snacks,24/04/11,273230463,M,Australia and Oceania,Online,24/05/11,877497.99,1224126.75,5781
Russia,Meat,08/08/12,746500088,L,Europe,Online,23/09/12,1574257.41,2349160.92,3699
Canada,Cereal,04/09/14,273973824,L,North America,Online,30/10/14,723721.16,1271643.74,6002
South Korea,Cosmetics,13/06/11,951995296,H,Asia,Online,20/06/11,856415.04,1471344.48,3368
Botswana,Cosmetics,30/03/16,826845755,C,Sub-Saharan Africa,Offline,31/03/16,103065.17,169415.78,397
Nicaragua,Office Supplies,15/10/13,340620860,H,Central America and the Caribbean,Offline,26/10/13,1044732.71,1232345.17,1967
Rwanda,Fruits,31/03/16,748850893,L,Sub-Saharan Africa,Offline,08/05/16,18444.16,24935.68,2576
Libya,Vegetables,16/02/15,209379970,H,Middle East and North Africa,Online,22/02/15,171460.66,285645.5,1834
United States,Office Supplies,24/01/17,413664671,H,North America,Offline,30/01/17,1893761.1,2179069.2,3465
Morocco,Office Supplies,24/09/11,316778095,M,Middle East and North Africa,Offline,20/10/11,3023825.22,3498016.12,5582
Ghana,Baby Food,30/10/13,867939875,C,Sub-Saharan Africa,Online,02/11/13,384282.86,2087721.94,8374
Canada,Fruits,10/12/15,539492534,C,North America,Offline,14/12/15,25599.46,35539.88,3838
Malawi,Snacks,18/12/14,174712233,L,Sub-Saharan Africa,Offline,21/01/15,40845.8,55931.76,262
New Zealand,Fruits,13/11/14,788768615,M,Australia and Oceania,Offline,29/11/14,46455.3,62027.64,6543
Saint Vincent and the Grenadines,Baby Food,05/07/14,436827691,L,Central America and the Caribbean,Online,01/09/14,451347.4,2392819.8,9170
Albania,Cosmetics,02/01/15,574748306,C,Europe,Online,04/01/15,2404465.4,3989735.03,9019
Iraq,Snacks,20/05/13,871892101,M,Middle East and North Africa,Offline,06/06/13,107970.75,148592.85,705
